uid	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
17369567	0.000184463950645	3.41308577085e-05	0.0464359780497	0.0	0.000625544558879	0.2	0.25	1.0	0.674528301887
738921600	0.000367003896591	0.00797979453224	0.00847073486009	0.00120307665782	0.000290431402337	0.6	0.125	0.75	0.745283018868
604476686	0.000337422324323	0.00197958974709	0.00784939623872	0.0	0.000335113156543	0.6	0.125	0.666666666667	0.188679245283
302563842	1.97210481785e-05	0.00677497525513	0.000167143722709	0.000283527619996	0.000111704385514	0.5	0.0	0.833333333333	0.655660377358
247944133	1.46705358401e-05	0.00032424314823	0.00160603316168	0.000628358509181	8.93635084113e-05	0.5	0.0	0.583333333333	0.740566037736
3331968983	0.000178210935369	0.000682617154169	0.0219512394525	0.0329696644604	0.000446817542057	0.9	0.375	0.583333333333	0.462264150943
252434425	2.95815722678e-05	0.000679204068398	0.00898124992619	0.0162453663349	0.0	0.5	0.125	0.25	0.221698113208
2810127544	0.000195526977672	0.0140311956039	0.0250661080675	0.0122472437475	0.00268090525234	0.8	0.0	0.916666666667	0.00943396226415
156333299	3.53535863688e-05	0.000535854466023	0.00403415908994	0.00118583511336	2.23408771028e-05	0.4	0.125	0.583333333333	0.216981132075
181336337	0.000380471929493	0.000331069319772	0.019537647761	0.015289418481	0.00046915841916	0.4	0.0	0.666666666667	0.693396226415
3097175972	8.17701997646e-06	0.000464179664835	0.000708544041917	4.40617247292e-05	0.000178727016823	0.9	0.125	1.0	0.00943396226415
186397253	0.000141173844888	0.00498310522543	0.0152682157135	0.000454027337427	0.000603203681777	0.4	0.25	0.5	0.405660377358
2866782904	6.66186627494e-05	0.00107512201782	0.00130808130815	0.000329505071888	8.93635084113e-05	0.8	0.125	1.0	0.0707547169811
719914275771428866	5.29101292594e-06	9.21533158128e-05	0.000156243045141	0.000312263527428	0.0	1.0	0.0	0.916666666667	0.0424528301887
4900376472	8.20107003521e-05	0.00048465817946	0.00160058282289	0.00361689288212	0.000446817542057	1.0	0.0	0.833333333333	0.542452830189
2412966416	0.000543531327847	0.000631420867606	0.0485061983978	0.0704508663876	0.000938316838319	0.8	0.0	0.583333333333	0.103773584906
174141832	0.000185666453583	0.00238916003959	0.0132515903634	0.123709997222	0.00232345121869	0.4	0.125	0.75	0.721698113208
64619482	0.000517316763805	0.00709580531759	0.0354135762489	5.5556087702e-05	0.00603203681777	0.3	0.0	0.833333333333	0.330188679245
394974502	2.93410716802e-05	0.00080548824192	0.00198392331737	0.00382953859711	0.000178727016823	0.5	0.125	1.0	0.537735849057
2198704020	0.000129148815511	0.00176456534353	0.00703275381092	0.0135671797623	0.00031277227944	0.7	0.125	0.75	0.5
18155773	0.003718379584	0.00212976552101	0.0225589522269	0.000120690811215	0.0138513438038	0.2	0.125	1.0	0.679245283019
756335606607720450	0.000123857802585	0.00251544421311	0.01223601057	0.0411977126218	0.000536181050468	1.0	0.25	0.5	0.665094339623
732808088810618880	4.56951116332e-06	0.000105805658896	0.00100195394645	0.000109196448242	2.23408771028e-05	1.0	0.0	0.916666666667	0.25
22286451	4.40116075204e-05	0.00325949691116	0.00298769404342	0.00248086667497	0.000223408771028	0.3	0.125	0.666666666667	0.188679245283
96235518	0.00107984763807	0.00215707020717	0.257369539328	0.00495215471413	0.00299367753178	0.3	0.125	1.0	0.183962264151
3195714762	2.95815722678e-05	0.000109218744667	0.000629514129549	0.00793685763274	0.0	0.9	0.0	0.583333333333	0.169811320755
4112063532	1.56325381903e-05	0.000522202122939	0.000684925907186	0.00067242023391	6.70226313085e-05	0.9	0.0	0.916666666667	0.367924528302
125868025	5.33911304345e-05	0.00266561998703	0.00280783286354	0.00666289906991	0.00015638613972	0.4	0.0	0.25	0.542452830189
737109737054056448	2.02020493536e-05	0.000610942352981	0.000974702252534	0.00208814260673	0.0	1.0	0.125	1.0	0.193396226415
103153950	1.97210481785e-05	0.000853271442711	0.00434210323123	0.0203795055508	0.000245749648131	0.4	0.125	0.5	0.297169811321
742777527467380742	9.11497226788e-05	0.00108536127513	0.000232547788116	0.000266286075537	4.46817542057e-05	1.0	0.0	0.666666666667	0.311320754717
2976487163	9.64407356047e-05	0.0065326461654	0.000879321323815	0.000459774518913	0.000268090525234	0.9	0.25	0.666666666667	0.655660377358
3123204560	8.89852173909e-06	0.000235502918188	0.00144888172674	0.0117050929607	0.0	0.9	0.125	1.0	0.132075471698
307445751	0.000683743170385	0.00224922352299	0.0848853930012	0.116903418615	0.00183195192243	0.5	0.125	0.75	0.443396226415
250492272	0.0029867767967	0.00334482405543	0.0594722800311	0.0441211122712	0.0130023904739	0.5	0.125	0.5	0.575471698113
237443755	0.000310486258518	0.00302399399297	0.0623927532296	0.0830927499306	0.000893635084113	0.5	0.25	0.833333333333	0.556603773585
33655372	0.000102453250293	0.00216730946449	0.0406413595325	0.00282569756415	0.000335113156543	0.3	0.0	0.916666666667	0.150943396226
385759660	0.000133477826086	0.00189084951705	0.0221965046977	0.0157645188172	0.00015638613972	0.5	0.0	0.833333333333	0.0849056603774
2869813893	7.45551821383e-06	0.000133110345063	0.000417859306771	1.14943629728e-05	0.0	0.8	0.0	0.666666666667	0.00943396226415
37374348	5.12266251466e-05	0.00323219222499	0.0033328821664	0.00713225222464	2.23408771028e-05	0.3	0.0	0.666666666667	0.264150943396
996399246	0.000130591819036	0.00233455066726	0.0221183831752	0.0226917882355	0.000223408771028	0.6	0.0	0.5	0.0990566037736
15801372	0.000142135847238	0.00198300283286	0.0349212289787	0.0923782794854	0.000826612452805	0.2	0.125	0.75	0.377358490566
744682635188928512	6.18086509985e-05	0.00103757807434	0.0122341937904	0.0310175384822	0.000402135787851	1.0	0.125	0.416666666667	0.669811320755
3091636366	0.000127705811985	0.00226287586607	0.0159667674677	2.68201802699e-05	0.000245749648131	0.9	0.125	0.666666666667	0.0471698113208
321213484	0.00032395429142	0.00306495102222	0.107307178369	9.57863581069e-06	0.000826612452805	0.5	0.0	0.916666666667	0.193396226415
940237466	0.000190476465334	0.00868971637257	0.030550057274	0.0699431986896	0.000558521927571	0.6	0.0	0.916666666667	0.0330188679245
37214134	0.000515633259692	0.00346428205741	0.0467748074441	0.0031877699978	0.00214472420187	0.3	0.0	0.666666666667	0.740566037736
2585090000	1.08225264394e-05	0.000197958974709	0.000245265245279	0.000323757890401	0.0	0.8	0.0	0.916666666667	0.122641509434
861746341	1.27465311398e-05	0.000303764633605	0.000691284635767	9.57863581069e-06	6.70226313085e-05	0.6	0.125	0.916666666667	0.533018867925
3145741085	3.00625734429e-05	0.000587050752585	0.00441840797421	0.00627783791032	0.000871294207011	0.9	0.125	0.833333333333	0.632075471698
868252610	0.000127465311398	0.00164510734155	0.0134759626434	0.00171266008295	2.23408771028e-05	0.6	0.0	0.666666666667	0.183962264151
19780786	0.000273930169211	0.00621864227448	0.283542974559	3.83145432428e-06	0.00174258841402	0.3	0.25	0.416666666667	0.0141509433962
3556805776	0.000102934251468	0.000211611317792	0.00683199966571	0.0298968380923	0.000111704385514	0.9	0.125	0.333333333333	0.688679245283
710823996032290816	4.13661010574e-05	0.00088740230042	0.00115910538139	0.00686788187626	6.70226313085e-05	1.0	0.125	0.75	0.38679245283
1534375489	7.31121786131e-05	0.000904467729274	0.0512459020265	0.0264217090202	0.000580862804674	0.7	0.25	0.916666666667	0.485849056604
262939560	0.000310726759105	0.00173043448582	0.0121442632005	0.00119541374917	0.00134045262617	0.5	0.125	0.583333333333	0.660377358491
360323271	6.20491515861e-05	0.00147103996723	0.00516419599782	0.0318087338001	0.000335113156543	0.5	0.0	0.5	0.297169811321
2204642713	0.000192881471209	0.00615038055906	0.036376469434	0.00336018544239	0.000379794910748	0.7	0.0	0.333333333333	0.169811320755
1574318594	0.000149591365452	0.00411618143964	0.00758687158729	0.000452111610264	6.70226313085e-05	0.7	0.0	0.5	0.216981132075
4384693707	3.96825969446e-05	0.0015802587119	0.00322932572951	0.00468395291143	0.000625544558879	0.9	0.125	0.916666666667	0.372641509434
702559655461957632	3.8961095182e-05	0.000761118126899	0.000997411997467	0.0219810534584	6.70226313085e-05	1.0	0.0	0.75	0.0707547169811
266867158	0.000111351772032	0.00671695279702	0.00311668539464	0.00988132070231	0.000335113156543	0.5	0.125	0.833333333333	0.183962264151
484595690	0.00106541760282	0.0137547356565	0.0956334610832	0.0302857307062	0.00478094770001	0.6	0.0	0.75	0.646226415094
768806279309512705	1.6835041128e-06	0.000170654288542	0.000864787087057	1.72415444592e-05	2.23408771028e-05	1.0	0.125	0.666666666667	0.457547169811
162500440	7.91246933016e-05	0.00212635243524	0.00113094529767	0.00404026858495	2.23408771028e-05	0.4	0.0	0.666666666667	0.400943396226
3073503603	0.000107022761457	0.00435168435783	0.00746605574425	0.0212166783207	0.000603203681777	0.9	0.125	0.583333333333	0.47641509434
1575902725	0.00167292208695	0.00024232908973	0.0580397493208	0.0309715610303	0.00111704385514	0.7	0.0	0.5	0.169811320755
1199251308	0.00221982042302	0.00164169425578	0.0872998930825	0.192545905612	0.00122874824066	0.7	0.0	0.5	0.155660377358
48525928	0.000103896253819	0.00426635721356	0.0065967267082	0.00800007662909	0.000134045262617	0.3	0.25	0.75	0.660377358491
215698464	0.000584656928317	0.00944059524216	0.0373429961784	0.116713761626	0.0039766761243	0.4	0.125	0.333333333333	0.490566037736
2359225182	0.00040716749471	0.00461790504795	0.00892947170775	0.00921656337704	0.000402135787851	0.8	0.0	0.916666666667	0.660377358491
13854472	0.00118903490481	0.00380900372026	0.101855022805	0.045182425119	0.00428944840374	0.2	0.25	0.416666666667	0.740566037736
4853512997	1.85185452408e-05	0.000273046861668	0.0131534842653	0.0301420511691	0.000178727016823	1.0	0.125	0.5	0.00943396226415
4505360352	1.75565428906e-05	0.000542680637564	0.00263342202246	0.00962461326258	0.000245749648131	0.9	0.0	0.666666666667	0.495283018868
706466308976734208	1.05820258519e-05	0.000112631830438	0.00173048256391	0.000408049885535	4.46817542057e-05	1.0	0.0	0.666666666667	0.160377358491
889022935	3.34295816685e-05	0.000825966756545	0.00586910648054	0.0144560771655	0.000201067893926	0.6	0.25	0.666666666667	0.466981132075
2804090827	8.17701997646e-06	0.000307177719376	0.0048644273647	0.00998093851474	0.000178727016823	0.8	0.0	0.833333333333	0.301886792453
2218957290	0.000276094674499	0.00140960442336	0.0290766490227	0.0215136160308	0.000513840173365	0.7	0.0	0.75	0.127358490566
305141481	0.00015656588249	0.00252227038465	0.0025507585509	0.00069924041418	0.000335113156543	0.5	0.125	0.416666666667	0.433962264151
2807496454	0.000291005710927	0.0062049899314	0.0350166099074	1.91572716214e-06	0.00138513438038	0.8	0.125	0.916666666667	0.150943396226
566871266	4.4733109283e-05	0.00169630362811	0.0571822293521	0.0994530598952	0.000692567190188	0.6	0.125	0.833333333333	0.75
396787338	0.00109812568272	0.0171029727977	0.198362354873	0.193975038075	0.00594267330935	0.5	0.0	0.666666666667	0.391509433962
751804249084948480	1.89995464159e-05	0.00355302228745	0.000995595217873	0.00193680016092	0.000536181050468	1.0	0.125	0.583333333333	0.00943396226415
1633951202	0.00022318454524	0.00297279770641	0.0308698104826	3.83145432428e-06	0.00111704385514	0.7	0.125	0.666666666667	0.716981132075
3059822856	0.000108946766157	0.000672377896857	0.00631785104042	0.00493108171534	8.93635084113e-05	0.9	0.25	0.75	0.372641509434
324191116	4.16066016449e-05	0.000880576128878	0.00469637525219	0.00603070910641	0.000178727016823	0.5	0.0	0.666666666667	0.0566037735849
2366569213	0.000307119250292	0.00152564933957	0.0450216151352	0.114347838581	0.000647885435982	0.8	0.0	0.583333333333	0.334905660377
3237611533	0.00010966826792	0.000764531212669	0.0214180146414	0.0759413404343	0.000379794910748	0.9	0.125	1.0	0.00943396226415
93033299	0.000252285116333	0.000191132803167	0.00645229273043	0.0	0.00167556578271	0.3	0.125	0.916666666667	0.174528301887
2834652729	3.1024575793e-05	0.00113314447592	0.0124149633601	0.0393835189992	4.46817542057e-05	0.8	0.0	0.833333333333	0.533018867925
2679693610	9.74027379549e-05	0.00191474111744	0.00660671899597	0.0091782488338	0.000379794910748	0.8	0.125	0.333333333333	0.00943396226415
33443030	0.00188600560751	0.00239257312536	0.021966682079	0.0226017490589	0.00274792788365	0.3	0.25	1.0	0.235849056604
609212773	0.000137566336075	0.00503088842623	0.00377254282831	0.00167626126687	0.000178727016823	0.6	0.0	0.833333333333	0.716981132075
139881843	6.25301527612e-05	0.000563159152189	0.00344098055228	0.00145595264322	4.46817542057e-05	0.4	0.125	0.333333333333	0.0849056603774
13050712	7.02261715625e-05	0.0010648827605	0.0136267553497	0.00108047011945	0.000424476664954	0.2	0.125	0.333333333333	0.339622641509
1593911304	0.000674844648645	0.0111164203556	0.0756361680848	0.0389965421125	0.000558521927571	0.7	0.125	0.75	0.27358490566
3105274249	1.44300352526e-06	4.09570292501e-05	0.000841168952327	1.53258172971e-05	2.23408771028e-05	0.9	0.0	0.75	0.283018867925
3099191	0.00117893388014	0.00323901839653	0.00671027543287	0.00143104819012	0.00254685998972	0.1	0.0	0.25	0.264150943396
766192139294367744	1.37085334899e-05	0.000576811495273	0.000161693383925	0.000287359074321	2.23408771028e-05	1.0	0.25	0.833333333333	0.650943396226
1194986731	7.67196874262e-05	0.000648486296461	0.0177126926581	0.0241803082405	0.000111704385514	0.7	0.0	0.416666666667	0.0424528301887
4334014937	1.20250293771e-05	0.000641660124919	0.000458736847651	0.00187932834606	0.0	0.9	0.25	0.75	0.731132075472
