uid	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
202388889	0.000253006618095	0.0066964742824	0.0086051765501	0.0408490502783	0.000580862804674	0.4	0.125	0.75	0.174528301887
1392518336	0.000287398202114	0.0028567527902	0.0175219308007	0.0137625839328	0.00245749648131	0.7	0.125	0.666666666667	0.745283018868
361208576	0.000152236871915	0.00196935048978	0.00712540957025	0.002185844692	0.000625544558879	0.5	0.25	0.416666666667	0.603773584906
1535215357	0.000570707894239	0.00831427693778	0.170731862408	0.168790888802	0.00151917964299	0.7	0.0	0.666666666667	0.103773584906
4396196375	0.000300625734429	0.00331069319772	0.0334414619989	0.0517686951024	0.00167556578271	0.9	0.0	0.833333333333	0.745283018868
17938477	8.00866956518e-05	0.00170654288542	0.0049670754118	0.0154139407466	0.00125108911776	0.2	0.25	1.0	0.183962264151
720288026681716737	1.63540399529e-05	0.000238916003959	0.00866149671753	7.08819049991e-05	0.00194365630795	1.0	0.125	0.75	0.400943396226
174004739	8.85042162158e-05	0.00641318816342	0.0512295510102	0.254613549938	0.000603203681777	0.4	0.0	0.75	0.00943396226415
53783678	0.000182780446533	0.00368271954674	0.0357687566596	0.133524267474	0.00116172560935	0.3	0.25	0.5	0.566037735849
257662370	0.000183742448883	0.00469981910645	0.0174774197006	0.01803082405	0.000670226313085	0.5	0.25	0.916666666667	0.410377358491
4795355113	6.85426674497e-05	0.00138571282296	0.000703093703133	0.000798858226611	0.000178727016823	1.0	0.25	0.916666666667	0.75
1633971270	2.74170669799e-05	0.00020137206048	0.00696553296592	0.0113525991628	4.46817542057e-05	0.7	0.125	0.833333333333	0.372641509434
2803810119	1.39490340775e-05	0.00110583978975	0.00358359775046	0.0157396143641	6.70226313085e-05	0.8	0.0	0.583333333333	0.00943396226415
2244770588	0.0114038163595	0.082767329943	0.0113294375523	0.00379697123536	0.00527244699627	0.7	0.0	0.916666666667	0.599056603774
102071251	8.36942044649e-05	0.0026690330728	0.00514693659167	0.00132759892336	0.000491499296262	0.4	0.125	0.25	0.495283018868
3358825450	8.22512009397e-05	0.000477832007918	0.00412499806967	0.020381421278	0.0	0.9	0.0	0.75	0.0849056603774
555940842	0.000104136754406	0.00140960442336	0.0385075518986	0.0236975449956	0.000111704385514	0.6	0.0	0.75	0.27358490566
2469354073	2.06830505287e-05	0.000153588859688	0.000133533300207	3.44830889185e-05	0.000268090525234	0.8	0.125	1.0	0.00943396226415
360464656	9.5238232667e-05	0.00281920884672	0.0743971244013	0.0251113516413	0.00031277227944	0.5	0.125	0.75	0.688679245283
77243076	2.16450528789e-05	0.00064507321069	0.0111895455235	7.66290864855e-06	0.000223408771028	0.3	0.25	0.75	0.235849056604
1731752761	3.60750881314e-06	0.000139936516605	4.26943204745e-05	0.00011685935689	0.0	0.7	0.0	0.666666666667	0.169811320755
2330149164	0.000104617755581	0.00161097648384	0.0232257103381	0.00277972011226	0.000245749648131	0.8	0.0	0.666666666667	0.108490566038
2830586398	4.11256004698e-05	0.0013584081368	0.00107825868943	0.00134867192214	6.70226313085e-05	0.8	0.25	1.0	0.38679245283
443273019	5.3150629847e-05	0.000576811495273	0.00978880845602	0.0050038793475	2.23408771028e-05	0.5	0.125	0.666666666667	0.683962264151
2591381383	0.0014266494853	0.00592852998396	0.00301585412713	0.000346746616347	0.00808739751123	0.8	0.25	1.0	0.731132075472
1093716612	3.75180916567e-05	0.000839619099628	0.00272426100219	0.00152875027539	0.00015638613972	0.7	0.125	1.0	0.339622641509
36620392	0.000128908314923	0.0042492917847	0.0292392507964	0.00988898361095	0.000670226313085	0.3	0.125	0.833333333333	0.13679245283
3437626995	4.08850998823e-06	0.000143349602376	5.99537266237e-05	2.29887259457e-05	0.0	0.9	0.0	1.0	0.0990566037736
387962514	0.000129148815511	0.0129253558142	0.00123722690396	0.00571844557898	0.000201067893926	0.5	0.125	1.0	0.551886792453
2938363689	1.58730387778e-05	0.000477832007918	0.00041150057819	1.14943629728e-05	6.70226313085e-05	0.8	0.0	0.666666666667	0.75
20930398	0.000250120611045	0.00515375951398	0.0715693069622	0.000904223220529	0.00326176805701	0.3	0.125	0.166666666667	0.660377358491
143697407	0.00011447827967	0.000146762688146	0.0215306549763	0.0118775084053	0.000134045262617	0.4	0.125	0.583333333333	0.00943396226415
2291500309	1.20250293771e-06	0.000105805658896	7.26711837863e-06	1.91572716214e-06	0.0	0.8	0.125	0.75	0.103773584906
352663209	4.88216192712e-05	0.000539267551794	0.0095217418556	0.00423567275549	4.46817542057e-05	0.5	0.0	0.5	0.165094339623
14616266	0.000626263529962	0.0110106146967	0.0836318150809	0.0206630331708	0.00920444136637	0.2	0.0	0.75	0.745283018868
2277153890	0.000182299445358	0.00317416976689	0.00539311022674	0.00733723503099	0.00176492929112	0.8	0.125	0.666666666667	0.471698113208
455246957	8.56182091653e-05	0.00156319328305	0.00805832589211	0.0218929300089	0.000647885435982	0.6	0.0	0.25	0.712264150943
1400974436	0.000111111271445	0.0029147752483	0.00332561504802	0.0069368480541	0.000178727016823	0.7	0.125	1.0	0.353773584906
449119247	0.000157527884841	0.0010068603024	0.0374738043092	0.072948974607	0.000848953329908	0.5	0.125	0.916666666667	0.570754716981
330816423	5.98846462982e-05	0.00204785146251	0.00816097393921	0.00509583425129	6.70226313085e-05	0.5	0.125	0.5	0.599056603774
29204608	9.45167309044e-05	0.00411618143964	0.0087750454422	0.0099522026073	0.000178727016823	0.3	0.125	0.833333333333	0.00943396226415
2733660094	3.12650763806e-05	0.00113655756169	0.000909298187126	0.00769547601031	2.23408771028e-05	0.8	0.125	0.916666666667	0.471698113208
4756963587	1.58730387778e-05	0.000143349602376	0.0024826293161	0.00875870458529	0.000111704385514	1.0	0.125	0.833333333333	0.00943396226415
22045364	7.69601880137e-05	0.000788422813065	0.00180951247628	0.00263987202943	0.000379794910748	0.3	0.125	0.666666666667	0.575471698113
4136625193	8.65802115155e-05	0.0030786033653	0.000149884316559	0.000166668263106	4.46817542057e-05	0.9	0.125	0.916666666667	0.693396226415
372046661	5.74796404228e-05	0.00495921362504	0.0107062821513	0.0168220002107	0.000335113156543	0.5	0.0	0.666666666667	0.731132075472
849310634	0.000120971795534	0.0013345165364	0.0108461741801	0.00214369869443	4.46817542057e-05	0.6	0.0	0.916666666667	0.36320754717
24036997	0.000448774096355	0.00620840301717	0.058307724311	0.000120690811215	0.00113938473224	0.3	0.125	0.416666666667	0.174528301887
1141088486	5.14671257342e-05	0.00092835932967	0.00582005343149	0.000814184043908	0.0	0.7	0.0	0.666666666667	0.00943396226415
3014684283	0.00406902944064	0.0207413222294	0.0391761267894	0.0296343834711	0.00107236210094	0.9	0.25	0.833333333333	0.278301886792
3293949957	0.00011159227262	0.000948837844295	0.0188163862619	0.0338585618636	0.000268090525234	0.9	0.0	0.833333333333	0.556603773585
727272715665690624	1.29870317273e-05	0.000191132803167	0.00107553352004	0.000793111045125	2.23408771028e-05	1.0	0.0	0.583333333333	0.551886792453
2752545437	8.53777085777e-05	0.00060411618144	0.0374020415152	0.0853916225251	0.000357454033645	0.8	0.0	0.666666666667	0.0471698113208
14368656	0.000212121518213	0.00111949213284	0.0295399278193	0.0373049550283	0.000580862804674	0.2	0.125	0.25	0.0518867924528
20405419	0.000165704904817	0.00508891088433	0.0589835663202	0.00275673138632	0.000178727016823	0.3	0.125	1.0	0.556603773585
2682726528	4.40116075204e-05	0.000832792928086	0.00554117776371	0.0148526326881	4.46817542057e-05	0.8	0.0	0.416666666667	0.622641509434
717841856785088512	8.65802115155e-05	0.00334482405543	0.00440659890684	0.0137242693896	6.70226313085e-05	1.0	0.0	0.833333333333	0.193396226415
2889092479	1.17845287896e-05	0.00011945800198	0.00310487632727	0.00264178775659	0.0	0.8	0.0	0.583333333333	0.207547169811
3182191980	3.51130857813e-05	0.00304105942182	0.0526902418043	3.06516345942e-05	0.000670226313085	0.9	0.25	1.0	0.325471698113
2582869146	5.79606415978e-05	0.0036178709171	0.00255348372029	0.000398471249725	2.23408771028e-05	0.8	0.125	0.583333333333	0.0283018867925
3092469172	3.77585922442e-05	0.000600703095669	0.0124413066642	0.00659393289208	0.000379794910748	0.9	0.25	0.5	0.490566037736
2826839454	4.56951116332e-06	0.00139595208028	0.000682200737794	0.0012950315616	0.000402135787851	0.8	0.0	1.0	0.52358490566
2660374267	9.37952291417e-06	0.000187719717396	0.00385066435088	0.000371651069455	0.000245749648131	0.8	0.125	0.5	0.00943396226415
261625073	0.00173881924794	0.00907198197891	0.0256874466889	0.00750198756693	0.017604611157	0.5	0.0	0.583333333333	0.169811320755
233499930	0.000760943858986	0.0100208198232	0.158429539383	3.44830889185e-05	0.0023681329729	0.5	0.125	0.833333333333	0.231132075472
2664749580	0.000119288291421	0.00432096658589	0.00299768633119	0.00754604929166	0.000580862804674	0.8	0.25	1.0	0.580188679245
106594321	1.08225264394e-05	0.000433461892897	0.00110460199355	0.000210729987835	8.93635084113e-05	0.4	0.125	0.25	0.297169811321
722573847430504448	0.000156325381903	0.00259394518584	0.0283272274399	0.0	0.0121981188981	1.0	0.125	0.75	0.202830188679
3742834517	1.97210481785e-05	0.000849858356941	0.00414134908602	0.00281228747402	0.0	0.9	0.0	0.583333333333	0.419811320755
735391716887429120	2.47715605169e-05	0.000641660124919	0.000134441690005	0.00102874548607	0.000111704385514	1.0	0.0	1.0	0.542452830189
241331375	0.000165704904817	0.00352230451551	0.015091079703	0.00784873418328	0.000111704385514	0.5	0.25	1.0	0.367924528302
442382315	5.45936333722e-05	0.00101368647394	0.000735795735837	0.0155997662813	0.0	0.5	0.125	0.916666666667	0.108490566038
16536054	5.07456239716e-05	0.00245400866924	0.00166235332911	0.000270117529861	0.000111704385514	0.2	0.125	0.416666666667	0.429245283019
81324827	0.000170755417155	0.000648486296461	0.00495435795463	0.00626442782019	0.000781930698599	0.3	0.125	0.416666666667	0.278301886792
583117972	0.000747235325496	0.0100071674801	0.148199253485	0.0363585858102	0.00643417260562	0.6	0.5	0.583333333333	0.665094339623
15800855	0.000651516091654	0.00483975562306	0.0538048360856	0.130763704633	0.00285963226916	0.2	0.125	0.916666666667	0.556603773585
705726066	0.00306133197883	0.0394962285402	0.0246464319811	0.000164752535944	0.0118853466187	0.6	0.0	1.0	0.504716981132
68857077	1.20250293771e-05	0.000583637666815	0.00389154189176	0.000823762679719	0.0	0.3	0.125	0.666666666667	0.443396226415
197516080	0.000147667360751	0.000993207959316	0.00567198589452	0.00683914596883	0.000781930698599	0.4	0.125	0.75	0.641509433962
8685682	3.82395934193e-05	0.00020137206048	0.00318753979883	6.32189963505e-05	0.000223408771028	0.1	0.125	0.25	0.00943396226415
2976908908	2.02020493536e-05	0.000590463838356	0.00150792706357	0.0011130374812	6.70226313085e-05	0.9	0.125	0.916666666667	0.63679245283
2701255986	5.26696286719e-05	0.000873749957336	0.0107680526575	0.00891579421259	0.00015638613972	0.8	0.25	0.833333333333	0.00943396226415
620018150	0.000165223903642	0.000662138639544	0.00606804384616	0.0365003496202	0.000201067893926	0.6	0.0	0.75	0.410377358491
271451861	0.00067147764042	0.00561452609304	0.0706536500465	0.000971273671204	0.000692567190188	0.5	0.125	0.333333333333	0.344339622642
194773838	3.15055769681e-05	0.000628007781836	0.0155443662119	0.0327493558367	0.00046915841916	0.4	0.125	0.75	0.61320754717
2893677862	2.88600705052e-06	0.0	0.00194667933568	1.91572716214e-06	2.23408771028e-05	0.8	0.0	1.0	0.00943396226415
2392573227	1.65945405405e-05	0.000832792928086	0.000304310582105	0.00167051408538	8.93635084113e-05	0.8	0.0	0.583333333333	0.00943396226415
1195278157	0.000321549285545	0.00726645960613	0.04925834515	0.0474410674432	0.00225642858739	0.7	0.125	0.75	0.330188679245
830253571	0.00148485062749	0.000600703095669	0.0302648228776	0.0159522600791	0.00308304104019	0.6	0.125	0.583333333333	0.0990566037736
377029968	0.002594760839	0.0399877128912	0.107894906568	0.00691577505532	0.0270101204173	0.5	0.25	0.666666666667	0.764150943396
122799299	0.000742425313745	0.00393187480801	0.0170359422591	0.000653262962289	0.00607671857197	0.4	0.125	0.916666666667	0.212264150943
27317580	0.000116161783783	0.000255981432813	0.0190416669316	0.0263316698436	8.93635084113e-05	0.3	0.0	0.916666666667	0.278301886792
12754762	0.0010928346698	0.0017440868289	0.0469737448097	0.00106131284782	0.00560756015281	0.2	0.0	0.333333333333	0.466981132075
85973106	8.6820712103e-05	0.00212635243524	0.0113503305176	0.00425674575427	0.000134045262617	0.3	0.25	0.583333333333	0.575471698113
2873086293	2.62145640422e-05	0.000249155261272	0.0184984498328	0.0216592112951	0.00015638613972	0.8	0.0	0.166666666667	0.108490566038
15751454	0.000145021854288	0.00220826649374	0.0949494435658	0.00225097941551	0.00129577087196	0.2	0.125	1.0	0.688679245283
591690042	1.53920376027e-05	0.000372026349022	0.00203388475622	0.00444448701616	4.46817542057e-05	0.6	0.125	0.916666666667	0.646226415094
4092854173	5.29101292594e-05	0.00359056623093	0.0127755941096	0.0118353624077	0.000223408771028	0.9	0.0	0.833333333333	0.221698113208
270212875	0.000900434199761	0.0125226116932	0.0750311804798	0.0598990411786	0.000580862804674	0.5	0.0	0.416666666667	0.198113207547
870857718	4.40116075204e-05	0.000815727499232	0.00179679501912	0.0345673809136	2.23408771028e-05	0.6	0.125	0.916666666667	0.452830188679
1663794048	4.32901057577e-06	0.000102392573125	0.00131080647755	0.00120116093066	2.23408771028e-05	0.7	0.0	0.666666666667	0.240566037736
862290265	0.00324579592948	0.00105123041742	0.0164146036377	0.00919165892394	0.00377560823038	0.6	0.125	0.583333333333	0.433962264151
707400118807482369	2.88600705052e-06	0.00036178709171	0.000304310582105	0.00170691290146	0.0	1.0	0.0	0.416666666667	0.00943396226415
17389503	0.000110389769682	0.00164852042732	0.0227161036618	7.85448136476e-05	0.00046915841916	0.2	0.125	0.333333333333	0.150943396226
40768083	1.15440282021e-05	0.000399331035189	0.00201299179088	0.00184101380281	4.46817542057e-05	0.3	0.0	0.583333333333	0.254716981132
243053328	4.56951116332e-05	0.00044370115021	0.0270336803685	0.0768934568339	0.00118406648645	0.5	0.375	0.5	0.0943396226415
89662003	0.000309764756755	0.0066964742824	0.012935470714	7.47133593234e-05	0.00192131543084	0.3	0.125	0.666666666667	0.683962264151
